x,y,z
-0.9881002239212839,1.249827340238029,-0.6776973243662012,1.6309242255503094
0.24007017211360654,-0.07825686341857847,0.8067291873877052,-0.12530645573117216
0.6811236304722337,1.6418406117833784,1.580382558179544,-0.30704009513717523
-1.1196565096539193,1.2202508103213323,-0.9916366983130774,-0.19403210735628607
-0.6347201738307015,0.38304277635664086,-0.7399459291674932,0.02579121875762058
1.3464523832865505,1.277729199973975,0.9271389803260663,-0.9750511690855915
-0.531055407850193,0.8356133552009164,-1.0527241197674548,0.963772668508309
0.1569761052453574,0.32796923768188135,-0.17626327693775978,-0.29109616247386305
1.2902207425810481,0.7277581983906614,0.42396270280635884,0.2325020596145646
-1.001612201533706,0.8589528395001821,-0.6932118605690012,0.43778666327956306
-0.5217169481089549,-0.518935009666426,-0.18958088072505308,0.6895486925437312
0.3639119482627797,1.2877453472108318,0.8528436922592909,-0.47804714229462164
-1.375981425329451,1.3910020990412058,-0.9209429418637534,1.8336604504438814
-0.04708395846829203,0.6291852512417343,0.37076734305881337,0.3705587897409646
1.2574759575211836,1.2499050222105477,0.7025066924950614,0.2026899680417985
-0.8832492410200455,0.5488915832664412,-1.2014988902972317,1.819009207421141
0.49305627621577053,0.2928409667409796,-0.40420649754970017,-0.20324551388959358
1.1464329429920246,0.8107133902865907,0.9418388300121486,-0.7368612918601851
-0.6716484998514304,0.7363179565583264,-1.1694137756579355,0.4354732833612023
0.03481830512868625,0.12904498610892504,-0.6949564424421922,-0.10053237664913338
0.6728830009896797,0.6016152778641589,0.7472884274448728,-0.47591701332080166
-0.3614681082706839,1.164055272610347,-0.773991630786392,1.033785633620015
0.28473261201948,-0.4736077375999556,-0.44367225014111544,0.4910048738285257
1.2713756991138627,0.7087599859603804,0.40520369863589834,-0.8214300009281971
-1.0899733106101772,1.2341202029187046,-0.6915056555616155,1.1757626253083184
-0.43806813596240074,-0.0068688807407121305,-0.22885839858661777,0.7420209245125453
0.8342769509657875,0.9443410850990246,0.7162086155421994,-0.834109432316424
-1.228514675755473,1.0464743820000133,-1.3157893390173432,0.24523284232641873
0.825367885944234,0.2520355869545819,-0.8588451244698408,-0.5838256800408463
0.9434409559803062,1.1413494337673653,0.8025454904109297,-0.831839457925081
-0.810561541825189,1.16933282794271,-1.1476036453771161,1.4333294212276542
-0.08364007957934229,-0.1903457349950477,-0.7790703886839595,0.1890306195852449
0.5434626699206317,0.9514370967403054,1.428900077111165,-0.30658980829138727
-0.7093121378382204,1.5211747884480957,-1.4375367543410709,1.1837237464679928
-0.30974168431051435,0.5724600119224679,0.04966584944452386,-0.3465310955227077
1.0655125872874103,0.4209098480344454,0.7551995937409745,0.05127463160374679
-1.2941093087261097,0.5912556743198465,-0.5772454227870008,1.6763067604101223
0.13015019538902534,-0.08828963232271443,0.37777900436356937,0.3298013899987918
0.21394652490245047,1.1139716333981586,1.719385620972782,-0.4072797035427656
-0.9188486771922924,0.6065989735146857,-0.47098807868128334,0.7249253280162595
0.33126979613051877,0.2779285451943676,-0.38713707684225346,-0.40045390921969815
1.2914730570381152,0.9304207534037382,1.0710740547924318,-0.4945238537365112
-1.582992554104894,0.5931334209612085,-1.368402014492563,1.3928713687818535
0.19911930210181955,0.1878155930206582,-0.3462164927847245,-0.16582944115572598
1.6559998506310178,1.3731387083980724,0.9579281269827645,0.1091533056854821
-0.7922864073463356,1.5051963393015875,-1.3570213918100542,0.7150616386083569
-1.0978443014359867,-0.02040228559116444,-0.4371738834236517,-0.29573675083225004
0.9237471447136337,2.099281955888384,1.2878918173937999,-0.49872518717095327
-1.4080213048655927,0.7434572962039203,-1.3539907945091458,1.0701054900062283
0.04318799824037711,-0.023418089694069017,0.3071941737739401,0.6990687490946077
1.0490105537537493,0.7146801493790156,1.1608743943986004,-0.480066584278273
-1.2251626217481792,1.3546242194828357,-1.3140993210622187,1.4773320523755766
0.22102448469805092,0.06481471138339277,-0.09528463686740303,0.398676433671773
1.159353889828485,1.4470427763041123,0.1893997092833849,-0.20392111156420906
-1.4849568383300689,1.0974431584006248,-1.0955647357811031,1.072150667284569
-0.41003144766943767,-0.4658298110456879,0.304836578218373,-0.3517439956758809
0.762883158317971,1.8929385078939442,0.8130337134027414,-0.8969982546251491
-1.291864147079929,1.304235052744192,-1.2547473674499061,0.5106405163456027
-0.30157610250043154,0.5189914122263789,-0.2230376488067457,-0.06525640801480374
0.6251308493092502,0.9453749781033087,1.2007696299277935,-0.687109993722749
-1.0411774031021257,1.1872224922531638,-1.0772463440288325,1.1975600893115517
0.4437623645831469,0.03620026614465963,-0.45052670993917465,-0.22633262762331807
0.9126174831279662,0.4957116001988503,1.4755140137014542,-0.424404766502412
-0.4847791811308444,0.8596298742243313,-0.8706500154109226,0.8120311529343687
-0.2774128292993326,0.5034361153182897,-0.09974634496642398,-0.351993160230039
0.8921086746894707,0.7441449061312844,0.9489025419086909,-0.4691760405131815
-1.5825213523773796,0.5757328763822873,-1.4732288505474151,0.3827086714585862
0.12111157660058239,-0.4732623825922458,-0.5005262495264843,-0.5839059738015177
0.765651028165785,0.8166748829358609,0.7052784056324624,-0.5797299883336422
